line,drug,conc,plate,is_proteasome,lfc_b6,lfc_b5,lfc_b1,base_b6,base_b5,base_b1,padj_b6,padj_b5,padj_b1,spread,lowest,highest,induced,fdr_ok,N_eff,first_b1,first_b5,first_b6,base_rank_lowest
COLO 205,Homoharringtonine,5.0,14,False,-0.3323010206222534,-0.0287116225808858,-0.2437392473220825,18.576934814453125,6.965402126312256,4.637505531311035,0.4852485656738281,0.9726693630218506,0.7943522930145264,0.30358939804136764,b6,b5,False,False,5.95940791272992,0.32245728248775374,0.37428459674221126,0.30325812077003506,3
SHP-77,Perindopril (erbumine),0.050000000745058,10,False,0.0745360255241394,-0.0601943954825401,-0.2290288656949997,199.53700256347656,137.22705078125,131.4582977294922,0.8174867033958435,0.9003052115440369,0.4631492495536804,0.3035648912191391,b1,b6,False,False,5.961361566254079,0.2977661351231582,0.3347337815462246,0.36750008333061723,1
SHP-77,Clonidine (hydrochloride),0.5,5,False,-0.2712168395519256,-0.3217703402042389,-0.5747438073158264,71.81674194335938,59.807369232177734,50.77625274658203,0.603060781955719,0.4877771437168121,0.2061978876590728,0.3035269677639008,b1,b6,False,False,5.955780763468987,0.2919010413849269,0.3478469871372123,0.3602519714778607,1
Hs 766T,Idoxuridine,0.050000000745058,10,False,0.3330454528331756,0.5719310641288757,0.6365605592727661,151.970947265625,86.19300079345703,73.7491226196289,0.024037891998887,0.0059954128228127,0.0110508687794208,0.3035151064395905,b6,b1,True,True,5.957261188784944,0.3614719206046066,0.3456361428839938,0.2928919365113996,3
CFPAC-1,Terfenadine,5.0,6,False,0.3282330334186554,0.0247206259518861,0.2379435449838638,251.0316162109375,97.39244842529295,45.37266159057617,0.0074898246675729,0.9453216195106506,0.5452576875686646,0.3035124074667693,b5,b6,True,False,5.95939499783218,0.341624348316525,0.29468791216848367,0.3636877395149913,2
SW1417,5-Fluorouracil,5.0,12,False,0.252164363861084,-0.0513356812298297,0.2279551923274994,203.22410583496097,53.94743728637695,60.99940490722656,0.253835916519165,0.952372670173645,0.6032279133796692,0.30350004509091366,b5,b6,False,False,5.952443504135363,0.35199889137600243,0.2900456558430815,0.357955452780916,1
MIA PaCa-2,Simotinib,0.050000000745058,7,False,0.1878057867288589,0.0206370614469051,-0.1156329289078712,158.030029296875,60.76620101928711,73.41779327392578,0.4519469738006592,0.9732204675674438,0.8362171053886414,0.3034387156367301,b1,b6,False,False,5.961462885380423,0.30001719666906845,0.3297368640951466,0.37024593923578497,2
COLO 205,Fingolimod (hydrochloride),0.5,11,False,0.0216513741761446,-0.2817611992359161,-0.2366920858621597,47.82169723510742,28.254743576049805,17.1962833404541,,,,0.3034125734120607,b5,b6,False,False,5.955434929153428,0.31592103973062136,0.3062043774677181,0.37787458280166053,2
SW 900,Lopinavir,0.5,11,False,-0.1363019496202469,-0.3618768751621246,-0.4397018551826477,154.43072509765625,62.05743408203125,57.17659759521485,0.6757621169090271,0.3125233948230743,0.2236938774585724,0.3033999055624008,b1,b6,False,False,5.9586627342578184,0.30399989096546337,0.3208492890041675,0.37515082003036904,1
SHP-77,Vinblastine (sulfate),5.0,14,False,0.255187451839447,0.2368623465299606,0.5402471423149109,24.79652976989746,18.606847763061523,10.481900215148926,0.8438842296600342,0.8958519697189331,0.7202987670898438,0.30338479578495026,b5,b1,True,False,5.951935605691482,0.38007544097981516,0.30799373630273075,0.31193082271745404,2
CFPAC-1,Erlotinib,0.5,8,False,0.2177281230688095,0.1521918028593063,0.4554084837436676,314.6431579589844,106.84888458251952,74.78399658203125,0.0841404497623443,0.5880915522575378,0.0949785634875297,0.30321668088436127,b5,b1,True,False,5.9576463470964205,0.37614471599946686,0.3048439983281127,0.3190112856724203,2
RKO,Clotrimazole,0.050000000745058,4,False,-0.0068234391510486,-0.3100001811981201,-0.2194855809211731,133.5079345703125,78.44769287109375,64.83319091796875,0.9864319562911988,0.447178304195404,0.6014297008514404,0.3031767420470715,b5,b6,False,False,5.959656914325033,0.3227876220672872,0.303158160193881,0.37405421773883185,2
HT-29,Phenylephrine (hydrochloride),5.0,12,False,0.0036342819221317,0.0907300263643264,0.3068084120750427,171.21527099609375,38.314666748046875,50.22352600097656,0.992737114429474,0.8756917119026184,0.4016129672527313,0.303174130152911,b6,b1,True,False,5.959424773288511,0.3743397997099611,0.3222700364030373,0.3033901638870016,3
A549,Gefitinib,0.050000000745058,10,False,-0.084914781153202,-0.2122925221920013,0.090831883251667,123.47689056396484,76.74006652832031,84.55117797851562,0.8255271911621094,0.531412661075592,0.8273458480834961,0.30312440544366825,b5,b1,False,False,5.961361505982563,0.3709467891139443,0.30065060198438753,0.3284026089016682,1
HCT15,Darinaparsin,5.0,6,False,0.2961982786655426,0.1979063004255294,0.501007080078125,109.46167755126952,38.91632080078125,39.552284240722656,0.1614962816238403,0.6387655138969421,0.2091554999351501,0.30310077965259563,b5,b1,True,False,5.960159832019536,0.3733903838332938,0.30263607981412566,0.3239735363525805,1
A549,Atazanavir (sulfate),0.5,11,False,0.1272001415491104,0.4302952587604522,0.3689736723899841,93.03218841552734,57.52962112426758,75.25425720214844,0.7445869445800781,0.2326246947050094,0.2823002338409424,0.3030951172113418,b6,b5,True,False,5.9570604644139005,0.346125414971556,0.3611545796278456,0.2927200054005984,3
PANC-1,EX229,0.5,2,False,0.3413058817386627,0.4144288003444671,0.6443508267402649,803.783935546875,169.43511962890625,205.1069793701172,7.431993243045554e-09,0.0025072076823562,1.701052299019068e-09,0.3030449450016022,b6,b1,True,True,5.958376676726046,0.37548519579345685,0.32016908304552383,0.3043457211610192,3
SHP-77,Plicamycin,0.050000000745058,13,False,-0.3024188876152038,-0.0170673839747905,0.000605120207183,180.7120361328125,120.71810150146484,109.27835083007812,0.237380251288414,0.97860848903656,0.9984437227249146,0.3030240078223868,b6,b1,False,False,5.95165125033674,0.3573500299961181,0.35299932020241986,0.28965064980146193,3
RKO,Bendamustine,5.0,9,False,-0.097809724509716,0.2052047550678253,-0.0973129794001579,41.1270637512207,25.3033447265625,24.29819679260254,0.9294720888137816,0.8513277769088745,0.9429618716239928,0.3030144795775413,b6,b5,False,False,5.94928374458618,0.30931496680628356,0.38147655060166097,0.30920848259205536,3
SW1417,Lactate (calcium),5.0,12,False,0.0481536127626895,0.0900070369243621,0.3511533439159393,170.72848510742188,55.325927734375,53.46331405639648,0.878989577293396,0.8764646053314209,0.3251198530197143,0.3029997311532498,b6,b1,True,False,5.955182522556109,0.3780732734867639,0.3154736611563701,0.3064530653568659,3
AsPC-1,Capmatinib,0.050000000745058,1,False,-0.15484718978405,-0.244923934340477,-0.4576874077320099,119.63313293457033,43.68256759643555,39.438682556152344,0.551708996295929,0.544114887714386,0.2147779166698455,0.3028402179479599,b1,b6,False,False,5.959572556618064,0.2947699141368756,0.3416106033375694,0.363619482525555,1
HCT15,IQ 1,0.050000000745058,1,False,-0.1786932647228241,-0.4814923703670501,-0.4558672308921814,61.65058135986328,28.406522750854492,19.888608932495117,0.728249728679657,0.4810959100723266,0.5664188861846924,0.302799105644226,b5,b6,False,False,5.953157412595992,0.3130661018791079,0.3075545171806904,0.3793793809402017,2
RKO,Terfenadine,5.0,14,False,-0.3393547534942627,-0.1527260243892669,-0.4554498195648193,70.84522247314453,30.01832389831543,20.22812271118164,0.3074386119842529,0.8208823800086975,0.4923628866672516,0.30272379517555237,b1,b5,False,False,5.961111780185984,0.30145284782259135,0.3718333451880247,0.32671380698938385,1
HT-29,Tranilast,0.050000000745058,7,False,0.0208713077008724,0.0856246352195739,-0.2170800417661667,95.60719299316406,20.60918235778809,33.978759765625,0.9899644255638124,0.9810233116149902,0.8775931000709534,0.3027046769857406,b1,b5,False,False,5.957516241669906,0.2930169825724712,0.36142316054517554,0.34555985688235324,2
CFPAC-1,Alpelisib,0.5,2,False,-0.3557767570018768,-0.0530808344483375,-0.1111195236444473,267.5227355957031,108.70252227783205,37.15830993652344,0.1373956054449081,0.8850917816162109,0.826828122138977,0.3026959225535393,b6,b5,False,False,5.956845377923812,0.3466125433132133,0.3608408202666512,0.2925466364201357,3
Hs 766T,Lactate (calcium),5.0,12,False,0.1358609646558761,0.2584793865680694,-0.0441863164305686,195.556396484375,90.1147689819336,73.5233383178711,0.5433683395385742,0.3569354712963104,0.939096450805664,0.302665702998638,b1,b5,False,False,5.9612782433203915,0.29705831948642625,0.36639806809481407,0.3365436124187595,1
LoVo,Tofacitinib (citrate),0.050000000745058,4,False,-0.2989473342895508,-0.5339759588241577,-0.2313185036182403,203.4338531494141,101.8637466430664,63.881927490234375,0.1573194712400436,0.039524633437395,0.5627214312553406,0.3026574552059174,b5,b1,False,False,5.957803623611011,0.36166854344324534,0.29322551970599486,0.34510593685075963,2
CFPAC-1,Vandetanib,0.5,11,False,0.1814119666814804,0.4840599000453949,0.4136489629745483,208.55502319335935,76.23748779296875,38.90970230102539,0.3273638784885406,0.0743610337376594,0.3495593965053558,0.3026479333639145,b6,b5,True,False,5.958062182306153,0.3446695640670855,0.36190846301850543,0.293421972914409,3
LoVo,Auranofin,0.050000000745058,10,False,0.2140504568815231,0.2129415869712829,-0.0885800272226333,196.8688812255859,106.45892333984376,57.776607513427734,0.195880725979805,0.3451573252677917,0.8211555480957031,0.3026304841041564,b1,b6,False,False,5.949178822474088,0.28853077377136604,0.3555979025213247,0.35587132370730923,1
PANC-1,Elagolix sodium,0.050000000745058,4,False,-0.201973870396614,0.1006452739238739,-0.0483888834714889,490.9421691894531,102.81315612792967,130.47230529785156,0.1597424000501632,0.7406427264213562,0.8688218593597412,0.30261914432048787,b6,b5,False,False,5.961775384965507,0.3324644264378662,0.36864549799462826,0.2988900755675055,3
COLO 205,GSK1059615,0.050000000745058,1,False,0.3340183198451996,0.3678438067436218,0.6366188526153564,49.426124572753906,26.300439834594727,19.478918075561523,0.4780149757862091,0.576676070690155,0.3052949011325836,0.30260053277015686,b6,b1,True,False,5.9543104980647685,0.3786711812104019,0.31430616778883047,0.30702265100076753,3
SHP-77,Macitentan,0.050000000745058,7,False,0.3544111847877502,0.0627480074763298,0.0518375895917415,95.54142761230467,61.3134880065918,97.83123779296876,0.3369448482990265,0.9470998048782348,0.946598470211029,0.3025735951960087,b1,b6,True,False,5.951088218162276,0.3085530490701205,0.3108953349745864,0.3805516159552932,3
Hs 766T,Pimozide,0.050000000745058,10,False,0.0797456353902816,-0.1252888888120651,0.1772129088640213,87.93183898925781,43.43680191040039,36.2138671875,0.8728951215744019,0.8016176819801331,0.785941481590271,0.3025017976760864,b5,b1,False,False,5.960146915002809,0.3642300590284855,0.29533415086948844,0.340435790102026,2
LoVo,Roxadustat,0.050000000745058,7,False,0.2825923860073089,0.4393068253993988,0.1368123888969421,112.50528717041016,65.699951171875,52.0921516418457,0.4251048266887665,0.2069755643606186,0.8739374279975891,0.30249443650245667,b1,b5,True,False,5.961802674013545,0.2994367401199605,0.36928782101429053,0.33127543886574895,1
PANC-1,Methylprednisolone succinate,5.0,3,False,-0.1655606478452682,-0.0156668238341808,-0.3181267082691192,228.1037139892578,54.77773666381836,54.756839752197266,0.5140153169631958,0.9811182022094728,0.4239050447940826,0.30245988443493843,b1,b5,False,False,5.961818359046119,0.29897241800129415,0.3687063536910559,0.33232122830764993,1
HCT15,Pyridoxine,0.050000000745058,4,False,0.021235853433609,-0.145550936460495,0.1569064408540725,71.34109497070312,19.625324249267575,25.2542724609375,0.974550485610962,0.8877362608909607,0.8622771501541138,0.30245737731456745,b5,b1,False,False,5.961668526983842,0.3674961850072661,0.2979916480221242,0.3345121669706097,1
SW1417,Omeprazole,5.0,12,False,-0.0690572336316108,0.2332707792520523,0.076574720442295,220.68310546875,70.76245880126953,60.85103225708008,0.7944095730781555,0.634407103061676,0.8799459934234619,0.3023280128836631,b6,b5,False,False,5.961844055941318,0.33126681811100867,0.36927350632613515,0.2994596755628562,3
HCT15,Topotecan (hydrochloride),0.050000000745058,13,False,-0.3472419083118438,-0.6495593190193176,-0.4863101840019226,131.32164001464844,41.58598709106445,33.85224533081055,0.4347327053546905,0.0872865095734596,0.4417126178741455,0.3023174107074738,b5,b6,False,False,5.961760887446955,0.33397843067386623,0.2982466218685719,0.3677749474575617,2
A549,Temuterkib,5.0,3,False,-0.7006861567497253,-0.7835174202919006,-0.4812320470809936,59.19835662841797,48.09653854370117,48.55171203613281,0.0326026678085327,0.0132551677525043,0.1773314476013183,0.30228537321090704,b5,b1,False,False,5.959371510211887,0.37455188287376684,0.30374911414175243,0.3216990029844809,1
Hs 766T,Penfluridol,0.5,8,False,-0.0257860701531171,-0.3280380964279175,-0.0651015415787696,111.4854507446289,50.447628021240234,52.707176208496094,0.9507236480712892,0.4125374555587768,0.9089200496673584,0.30225202627480036,b5,b6,False,False,5.954845752367268,0.3495261847396751,0.29129157683667184,0.35918223842365316,1
RKO,Imiquimod (hydrochloride),0.050000000745058,10,False,-0.1196358650922775,-0.0691026374697685,-0.3713403344154358,115.2955551147461,60.89192962646485,44.85281753540039,0.6976874470710754,0.8815995454788208,0.6159334182739258,0.30223769694566727,b1,b5,False,False,5.956174781244172,0.29208436212539013,0.36015621915673995,0.34775941871787,1
LoVo,Folic acid,0.050000000745058,4,False,-0.2036160677671432,-0.2356556951999664,-0.5058326721191406,238.39634704589844,124.92790222167967,72.06570434570312,0.2966252565383911,0.351483017206192,0.1160569563508033,0.30221660435199743,b1,b6,False,False,5.95392433962321,0.2907827797184209,0.3506711665048693,0.3585460537767098,1
LoVo,Larotrectinib,0.5,5,False,0.0031237492803484,-0.2675727605819702,-0.2990816831588745,298.3684387207031,138.3315887451172,111.44734954833984,0.9869837164878844,0.3306985795497894,0.355347603559494,0.30220543243922293,b1,b6,False,False,5.954134235602108,0.3072094258642125,0.3139927840152997,0.37879779012048787,1
SHP-77,Bisoprolol (hemifumarate),5.0,9,False,-0.1648267805576324,-0.4048361182212829,-0.4669896364212036,62.984153747558594,51.98042297363281,52.78484725952149,0.8763728141784668,0.5920243263244629,0.4697623252868652,0.3021628558635712,b1,b6,False,False,5.957637010669499,0.3051558039909111,0.31858968305796387,0.3762545129511251,2
AsPC-1,Daidzin,0.5,8,False,0.232749342918396,-0.0372801423072814,-0.069353312253952,160.10337829589844,35.39588165283203,42.82259368896485,0.3672551214694977,0.9779893159866332,0.921565055847168,0.302102655172348,b1,b6,False,False,5.954240079327456,0.30717998446857087,0.31408550939411894,0.3787345061373101,2
HS-578T,Vitamin K4,0.5,11,False,-0.2004453688859939,0.1016476675868034,-0.1348275989294052,192.3641357421875,55.02431106567383,101.43577575683594,0.5121110081672668,0.8183639049530029,0.7440745830535889,0.3020930364727973,b6,b5,False,False,5.957987037016183,0.3191170012677369,0.3759551953292095,0.3049278034030535,3
HS-578T,Sinomenine,0.5,5,False,0.2189998924732208,-0.0830644890666008,0.1351527273654937,172.31192016601562,74.44856262207031,108.47543334960938,0.3390535712242126,0.8541659712791443,0.6752628087997437,0.3020643815398216,b5,b6,False,False,5.959346009910485,0.3425282120885773,0.2944465159885067,0.36302527192291584,1
Hs 766T,Crizotinib (hydrochloride),0.050000000745058,10,False,-0.0294720772653818,-0.2096704989671707,0.0923920646309852,163.35110473632812,71.68407440185547,62.77301025390625,0.9119605422019958,0.5592402219772339,0.805712103843689,0.30206256359815586,b5,b1,False,False,5.961414440663957,0.36628810270025686,0.2970933429005683,0.3366185543991749,2
COLO 205,Olanzapine,5.0,14,False,0.1117103546857833,0.4136784672737121,0.1292469799518585,36.88128280639648,14.162714004516602,7.904538631439209,0.9357803463935852,,,0.30196811258792877,b6,b5,True,False,5.952276332113662,0.3119299144757223,0.3799088718289264,0.3081612136953512,3
HS-578T,Lucanthone,0.5,8,False,-0.1507729887962341,0.1511542499065399,-0.0686416178941726,149.80108642578125,51.23248672485352,66.74089050292969,0.5940236449241638,0.8151730895042419,0.9138171076774596,0.301927238702774,b6,b5,False,False,5.959422059771458,0.3216230578911522,0.37455217720117107,0.3038247649076766,3
SHP-77,Thymopentin,0.050000000745058,7,False,-0.0209637526422739,0.0332316122949123,-0.2686602473258972,78.69445037841797,60.20106887817383,76.36640930175781,0.9882014393806458,0.973414659500122,0.5109866261482239,0.3018918596208095,b1,b5,False,False,5.956682709735311,0.292391695120478,0.3604487620333914,0.3471595428461305,2
LoVo,Rimonabant (Hydrochloride),0.5,13,False,-0.2482865005731582,0.0535793602466583,-0.0220058448612689,202.752197265625,85.05880737304688,46.47675704956055,0.241385206580162,0.9223521947860718,0.981103241443634,0.3018658608198165,b6,b5,False,False,5.9587443592628615,0.34380514922868705,0.36229787842958083,0.2938969723417321,3
HCT15,Tubulin inhibitor 6,5.0,3,False,-0.1943912804126739,0.1074660122394561,0.0793167129158973,25.235198974609375,8.513570785522461,6.20811653137207,0.9083462357521056,,,0.30185729265213,b6,b5,False,False,5.953516536204523,0.3512600071259179,0.3581809543369917,0.29055903853709053,3
Hs 766T,Rimonabant (Hydrochloride),0.050000000745058,13,False,0.0440489649772644,-0.247300773859024,0.0545206442475318,156.94882202148438,69.76396942138672,60.32281875610352,0.9376841187477112,0.7148435711860657,0.938410222530365,0.30182141810655577,b5,b1,False,False,5.950950935369863,0.3566339621708551,0.289311301077276,0.35405473675186894,2
HT-29,Pyridoxine,0.5,5,False,0.2680516839027405,0.0685563012957573,0.3702984154224396,132.1977081298828,39.24202728271485,43.2635498046875,0.2565668225288391,0.9096823930740356,0.3690828680992126,0.3017421141266823,b5,b1,True,False,5.9606351843322045,0.3645838500653465,0.29577672748543027,0.3396394224492232,1
AsPC-1,Tofacitinib,0.5,5,False,-0.0064231832511723,0.182859256863594,0.2952654063701629,143.5450439453125,55.72122573852539,68.90528869628906,0.9834964275360109,0.6291243433952332,0.429645299911499,0.3016885896213352,b6,b1,False,False,5.961150583395358,0.36545082958266767,0.3380580868644672,0.29649108355286513,3
LoVo,GSK1059615,0.050000000745058,1,False,0.046707347035408,-0.1189480721950531,-0.254951536655426,305.4019470214844,164.15667724609375,86.59483337402344,0.8108102679252625,0.6624086499214172,0.3746674358844757,0.30165888369083405,b1,b6,False,False,5.961918481874242,0.30017250469842127,0.32984661487489875,0.36998088042668004,1
Hs 766T,Cytarabine,0.050000000745058,13,False,-0.3310727775096893,-0.5807742476463318,-0.2791213989257812,150.5663299560547,73.58269500732422,60.33331298828125,0.0810004770755767,0.0183440260589122,0.5144058465957642,0.3016528487205506,b5,b1,False,False,5.956511166348005,0.36023663991972765,0.2922680401734591,0.34749531990681326,2
SW1417,Resveratrol,5.0,14,False,0.1802826821804046,0.4819270372390747,0.3481495678424835,93.5840301513672,37.31552505493164,20.80349922180176,0.5838446021080017,0.4439959228038788,0.5792415738105774,0.3016443550586701,b6,b5,True,False,5.961843498347667,0.33474814038330813,0.3672731705320303,0.2979786890846615,3
SW1417,MK-8353,5.0,3,False,0.2998849153518677,0.0026008528657257,0.304232656955719,85.48158264160156,31.414621353149418,32.79145050048828,0.4475986361503601,0.9988671541213988,0.590873658657074,0.3016318040899933,b5,b1,True,False,5.950041773350214,0.3560841294275543,0.28890322977720184,0.355012640795244,1
Hs 766T,Minodronic acid,0.050000000745058,1,False,-0.4396201968193054,-0.3556334972381592,-0.1380219310522079,51.01435470581055,27.964832305908203,16.16719627380371,0.3708007931709289,0.5943622589111328,0.9217844605445862,0.30159826576709753,b6,b1,False,False,5.959652929878293,0.3743438144970976,0.32193118826487876,0.3037249972380237,3
LoVo,Osimertinib (mesylate),5.0,12,False,0.1739735305309295,-0.0345781408250331,0.2669201493263244,229.8929443359375,121.7529296875,70.86897277832031,0.3469754159450531,0.909116804599762,0.3767586350440979,0.3014982901513575,b5,b1,False,False,5.960145996823941,0.3637666490551572,0.2951636352378594,0.3410697157069833,2
A549,Artemether,0.5,11,False,-0.0464553609490394,0.2549343407154083,0.0052516311407089,109.9678955078125,73.34347534179688,79.65863800048828,0.911374568939209,0.5062052011489868,0.9942433834075928,0.30138970166444773,b6,b5,False,False,5.956797865629767,0.3170838719910164,0.3769954752820561,0.3059206527269275,3
SHP-77,Artemether,0.5,11,False,0.0910688936710357,0.1029048487544059,-0.1984576433897018,87.02879333496094,70.59213256835938,64.64613342285156,0.8127171993255615,0.8222172260284424,0.6007916331291199,0.3013624921441077,b1,b5,False,False,5.951311944991782,0.28947357459167294,0.3567205046905685,0.3538059207177587,1
HT-29,8-Hydroxyquinoline,0.050000000745058,4,False,0.0666943937540054,0.062459297478199,0.3637982904911041,158.40052795410156,37.931278228759766,40.69558334350586,0.8049429655075073,0.9138618111610411,0.3325301706790924,0.3013389930129051,b5,b1,True,False,5.9504438811927,0.3808967410821592,0.30909727840949686,0.310005980508344,1
HT-29,Temuterkib,0.5,2,False,0.2950454652309418,0.3308965861797333,0.5963369607925415,214.8602600097656,55.28460311889648,51.15703582763672,0.2247232496738433,0.2286213189363479,0.0264503397047519,0.30129149556159973,b6,b1,True,False,5.954976113813797,0.37829060637622236,0.3147168837432771,0.30699250988050036,3
MIA PaCa-2,Rimonabant (Hydrochloride),0.050000000745058,13,False,-0.2562443315982818,0.0224236398935318,-0.2788087427616119,284.25250244140625,135.30369567871094,77.386474609375,0.0568255521357059,0.9729090929031372,0.4305044412612915,0.3012323826551437,b1,b5,False,False,5.95323045657319,0.30788557039173486,0.37937553270206364,0.3127388969062016,1
MIA PaCa-2,Neratinib,5.0,12,False,-0.048135682940483,0.1014238521456718,0.2530336081981659,289.6123046875,153.69615173339844,96.31666564941406,0.7654320001602173,0.5993537306785583,0.2304163426160812,0.3011692911386489,b6,b1,False,False,5.962144482380903,0.36875335277276683,0.33196851328789867,0.2992781339393345,3
SW 900,Riluzole hydrochloride,0.050000000745058,4,False,0.1532841771841049,-0.1478629112243652,0.0444539301097393,91.54297637939452,41.37082290649414,29.63299560546875,0.7195279002189636,0.8233869671821594,0.9553541541099548,0.3011470884084701,b5,b6,False,False,5.961135617024303,0.33857530971065475,0.2963208061354583,0.36510388415388695,2
SW1417,Edoxaban (tosylate monohydrate),5.0,13,False,-0.1521235406398773,-0.1034267470240593,-0.4045370221138,155.92745971679688,38.928863525390625,45.62491226196289,0.7313429117202759,0.9121951460838318,0.3985589444637298,0.3011102750897407,b1,b5,False,False,5.956313571063926,0.29211660969212716,0.3599146100561902,0.34796878025168265,2
SW 900,Triclosan,0.5,5,False,0.1977494806051254,-0.1033320724964141,-0.0554971285164356,89.5679702758789,47.34116744995117,35.891571044921875,0.6611351370811462,0.878079354763031,0.9455857872962952,0.3010815531015395,b5,b6,False,False,5.956464874133527,0.3165284883249983,0.30620554480048806,0.37726596687451364,2
MIA PaCa-2,Bendamustine,5.0,9,False,0.0627690851688385,-0.035226572304964,-0.2382955700159073,152.00111389160156,72.79387664794922,55.79326248168945,0.8633458614349365,0.9540058374404908,0.5400946736335754,0.3010646551847458,b1,b6,False,False,5.960581390688467,0.29557834031566244,0.34025339382443587,0.3641682658599017,1
SHP-77,Infigratinib,0.050000000745058,1,False,0.2825949788093567,0.3840956091880798,0.583574652671814,46.860721588134766,39.51873397827149,32.588279724121094,0.6971635222434998,0.5259194374084473,0.2167123556137085,0.3009796738624573,b6,b1,True,False,5.960925426405664,0.37277740895247236,0.324638789102454,0.3025838019450737,3
MIA PaCa-2,Pentamidine (isethionate),0.5,5,False,-0.1980471611022949,-0.1850436925888061,-0.4859903156757355,141.56007385253906,72.76988220214844,45.78535461425781,0.6558167934417725,0.6671479940414429,0.2135766297578811,0.3009466230869294,b1,b5,False,False,5.95162610221548,0.28961574925874567,0.35679284424020397,0.3535914065010503,1
COLO 205,Berberine (chloride hydrate),0.050000000745058,4,False,0.1842158436775207,-0.1167138740420341,-0.0218338891863822,32.959861755371094,12.544419288635254,12.128212928771973,0.7883619666099548,0.9344719648361206,0.9883586168289183,0.3009297177195548,b5,b6,False,False,5.960564839361562,0.3236376345714664,0.30303814361133835,0.3733242218171953,2
SW 900,Entecavir (monohydrate),0.5,8,False,0.1020212620496749,0.1297263503074646,0.4029282033443451,145.00479125976562,55.873870849609375,52.86302185058594,0.7516363263130188,0.7704145908355713,0.4058060050010681,0.3009069412946702,b6,b1,True,False,5.954038452475772,0.37889939988984594,0.3135320664110898,0.30756853369906423,3
SW480,Acetazolamide,0.050000000745058,10,False,0.2175346761941909,0.0765599012374877,-0.0833521634340286,395.3644104003906,163.62481689453125,190.2579345703125,0.0434667579829692,0.6827501058578491,0.6367524266242981,0.3008868396282195,b1,b6,False,False,5.962153021772686,0.2985858541849934,0.3335858011080746,0.36782834470693204,2
HT-29,Gefitinib,0.050000000745058,10,False,-0.0644134506583213,0.0829343125224113,-0.217929795384407,204.43850708007812,56.36383819580078,56.08517074584961,0.813880443572998,0.8888769149780273,0.7200924158096313,0.3008641079068183,b1,b5,False,False,5.962210855140788,0.29902882555417354,0.36836823756238735,0.33260293688343895,1
SHP-77,Fedratinib (hydrochloride hydrate),0.5,11,False,0.345797061920166,0.49562868475914,0.1947864741086959,88.29988098144531,86.20442199707031,73.02454376220703,0.3170722723007202,0.0873089134693145,0.7530233860015869,0.30084221065044414,b1,b5,True,False,5.962224462626509,0.2992031933529339,0.3685774438019933,0.33221936284507275,1
AsPC-1,Folic acid,0.5,5,False,-0.1090811342000961,-0.1474690735340118,-0.4099161028861999,197.166748046875,67.77909088134766,80.58499145507812,0.7172567844390869,0.7700695991516113,0.1665273010730743,0.3008349686861038,b1,b6,False,False,5.955172961240794,0.2914288995644711,0.3495723261997453,0.3589987742357835,2
CFPAC-1,Zileuton,5.0,12,False,-0.0052414704114198,-0.3060346841812134,-0.0689011961221695,312.6242980957031,113.96820831298828,56.91725158691406,0.9854369163513184,0.3011888265609741,0.911231815814972,0.30079321376979357,b5,b6,False,False,5.957981445148566,0.3455970800294518,0.2932147217153423,0.361188198255206,2
HT-29,Bicalutamide,0.5,11,False,-0.0656222626566886,0.0739433839917182,-0.2267339378595352,157.25875854492188,33.35625457763672,42.15740585327149,0.8172038793563843,0.9200987219810486,0.6482048630714417,0.3006773218512534,b1,b5,False,False,5.962189068660882,0.2985189621855916,0.36769253772084776,0.33378850009356054,2
SW1417,Clotrimazole,0.050000000745058,4,False,0.068657673895359,-0.0602196939289569,0.2404546290636062,162.3309326171875,68.29126739501953,52.02371597290039,0.8286055326461792,0.917898952960968,0.6042338609695435,0.30067432299256314,b5,b1,False,False,5.962039248329202,0.3704239991758817,0.3007371820557366,0.32883881876838167,2
HS-578T,Nevirapine,0.5,8,False,0.1399394422769546,0.0088811973109841,0.3095399141311645,150.8213348388672,44.76999282836914,73.79969024658203,0.6121770143508911,0.9882488250732422,0.4472938477993011,0.3006587168201804,b5,b1,True,False,5.962089696525154,0.37023729329047406,0.30058885218395814,0.32917385452556774,1
A549,Fumaric acid,0.050000000745058,13,False,0.1482839733362198,-0.152319461107254,-0.0611935593187809,97.85072326660156,52.13547897338867,68.03005981445312,0.7469624280929565,0.8497974872589111,0.9328362941741944,0.3006034344434738,b5,b6,False,False,5.960422655528024,0.32309559848546254,0.3033188577723873,0.37358554374215014,1
AsPC-1,Rutin (trihydrate),5.0,9,False,-0.5172753930091858,-0.3788466453552246,-0.679431676864624,51.48834228515625,18.329675674438477,14.730849266052246,0.159683346748352,0.6863167881965637,0.3769687116146087,0.3005850315093994,b1,b5,False,False,5.962197085642013,0.29845382400922615,0.3675887898625415,0.33395738612823234,1
CFPAC-1,Methylprednisolone succinate,0.050000000745058,13,False,-0.553450882434845,-0.2529107928276062,-0.3818814158439636,271.602783203125,88.7451400756836,44.08502197265625,3.897481519743451e-07,0.3448343873023987,0.3422876000404358,0.30054008960723877,b6,b5,False,False,5.962023823157514,0.3354140800610976,0.36677972083137755,0.2978061991075249,3
