line,drug,conc,plate,is_proteasome,lfc_b6,lfc_b5,lfc_b1,base_b6,base_b5,base_b1,padj_b6,padj_b5,padj_b1,spread,lowest,highest,induced,fdr_ok,N_eff,first_b1,first_b5,first_b6,base_rank_lowest
HS-578T,Clobetasol propionate,0.050000000745058,10,False,-0.0200034584850072,0.5645689964294434,0.0477967597544193,138.43626403808594,46.085166931152344,56.935691833496094,0.9389721751213074,0.0392295345664024,0.948250651359558,0.5845724549144505,b6,b5,False,False,5.8344841720583185,0.29543473971865997,0.42269343837328255,0.2818718219080576,3
SW1417,Filgotinib,0.050000000745058,10,False,0.078753225505352,-0.5058135986328125,-0.2464636117219925,132.80426025390625,46.243125915527344,33.65803909301758,0.8509177565574646,0.2209881544113159,0.6822415590286255,0.5845668241381645,b5,b6,False,False,5.859741795756575,0.3238009584918016,0.2705241272096361,0.4056749142985623,2
SHP-77,Elimusertib hydrochloride,0.050000000745058,1,False,-0.4754778444766998,0.1090645566582679,-0.1283737868070602,43.13981246948242,37.7496452331543,29.150554656982425,0.2704915404319763,0.8994722366333008,0.9145753979682922,0.5845424011349677,b6,b5,False,False,5.858342629844927,0.33726151578651087,0.3975967731688893,0.2651417110445997,3
A549,Naproxen,0.5,8,False,0.3803746402263641,0.1756242960691452,0.7600095272064209,126.86356353759766,73.5335693359375,89.37258911132812,0.0767041742801666,0.6238905191421509,0.0006456823903135,0.5843852311372757,b5,b1,True,False,5.856585618473286,0.4105822543278226,0.2738310497475232,0.31558669592465416,1
HT-29,Rifaximin,0.5,8,False,-0.3114202618598938,0.2729565501213074,0.1769186109304428,161.900146484375,35.02082824707031,46.85003280639648,0.1427718997001648,0.6900722980499268,0.753041684627533,0.5843768119812012,b6,b5,False,False,5.8390921286008775,0.35949504631158646,0.3842405637200339,0.25626438996837975,3
Hs 766T,Tirabrutinib,0.050000000745058,7,False,-0.4537395238876343,-1.0380799770355225,-0.630618691444397,127.25572967529295,54.535057067871094,61.35676956176758,0.0304011441767215,0.0006113378331065,0.0124814240261912,0.5843404531478882,b5,b6,False,True,5.852725742428246,0.3466943779917946,0.2613898563874654,0.39191576562073993,1
HCT15,Posaconazole,0.050000000745058,7,False,0.1859279721975326,0.7701921463012695,0.4066180288791656,49.230464935302734,19.16974449157715,15.10615062713623,0.895531952381134,0.6411844491958618,,0.5842641741037369,b6,b5,True,False,5.85792002268923,0.31798885951250866,0.4091274509857543,0.272883689501737,3
SW 900,Procainamide (hydrochloride),0.5,8,False,0.041906364262104,-0.3308879435062408,0.2533752620220184,84.22539520263672,29.5948543548584,38.233375549316406,0.9542263746261596,0.7711940407752991,0.7805005311965942,0.5842632055282592,b5,b1,False,False,5.856503966574207,0.3951558120851838,0.26356493084113286,0.34127925707368323,1
HCT15,Ponatinib,0.5,11,False,-0.0610912106931209,-0.3945998549461365,0.189637079834938,81.203857421875,28.789031982421875,25.635711669921875,0.9195305109024048,0.6579431295394897,0.8392237424850464,0.5842369347810745,b5,b1,False,False,5.85923061400274,0.3988077147273691,0.26600555675797216,0.33518672851465875,2
HS-578T,Cytarabine (hydrochloride),0.050000000745058,7,False,-0.0898734927177429,0.4942923486232757,0.124946042895317,111.29727172851562,30.383562088012695,75.7607421875,0.8652681708335876,0.4356158673763275,0.8534768223762512,0.5841658413410186,b6,b5,False,False,5.857531966046077,0.317115886732785,0.4096399613379814,0.2732441519292336,3
SHP-77,Lumateperone (tosylate),0.050000000745058,4,False,-0.1465329676866531,0.0136135267093777,-0.5705273747444153,33.76461410522461,38.73432159423828,27.30423164367676,0.901013433933258,0.9937245845794678,0.4989305436611175,0.5841409014537929,b1,b5,False,False,5.8505738372146485,0.2603635746640354,0.3903230139425643,0.3493134113934002,1
HCT15,Bentamapimod,0.050000000745058,1,False,0.4029453694820404,-0.1810614913702011,0.2278036028146743,65.6233901977539,22.022966384887695,20.451557159423828,0.4091001749038696,0.8386042714118958,0.7922400832176208,0.5840068608522415,b5,b6,False,False,5.852681510865121,0.3469462299850472,0.2613253346117177,0.39172843540323515,2
SW1417,Pravastatin (sodium),0.050000000745058,13,False,-0.1875599771738052,0.3071642220020294,-0.2766171395778656,124.00755310058594,37.270851135253906,38.56229782104492,0.5018976330757141,0.6830582618713379,0.5964441299438477,0.583781361579895,b1,b5,False,False,5.8396352467904595,0.2807059096521696,0.42071428328501137,0.2985798070628189,2
RKO,Oxaprozin,0.5,11,False,-0.0309097282588481,0.3385897278785705,0.5525990128517151,61.943077087402344,36.334442138671875,29.2241153717041,0.9514034986495972,0.4567151963710785,0.3145321309566498,0.5835087411105632,b6,b1,False,False,5.857112972132718,0.39533867534111444,0.3408364934605358,0.26382483119834976,3
LoVo,Elagolix sodium,0.5,5,False,0.1432542204856872,-0.4402523338794708,-0.0389729551970958,234.49166870117188,110.6216812133789,98.89885711669922,0.356991708278656,0.1106681749224662,0.906322181224823,0.5835065543651581,b5,b6,False,False,5.853824415879927,0.3458029112105925,0.2618373009253178,0.39235978786408976,2
AsPC-1,PF-06260933,5.0,3,False,-0.7329243421554565,-0.1494687348604202,-0.5813703536987305,30.28902053833008,10.733574867248535,13.455548286437988,0.201696366071701,0.8808580636978149,0.5217636823654175,0.5834556072950363,b6,b5,False,False,5.850882610390903,0.3077594704187972,0.4151707689592059,0.27706976062199684,3
LoVo,Imiquimod (maleate),0.050000000745058,7,False,0.0044778897427022,0.5878818035125732,0.1344540268182754,114.71717071533205,62.10829544067383,47.35836410522461,0.9955574870109558,0.052715677767992,0.8507628440856934,0.583403913769871,b6,b5,True,False,5.847554285123156,0.30458680346976896,0.4170675922520939,0.27834560427813715,3
AsPC-1,Macitentan,5.0,9,False,-0.2819963693618774,-0.8653239011764526,-0.5807628035545349,46.913818359375,13.514793395996094,15.095873832702637,0.5723792314529419,0.2387902587652206,0.461009532213211,0.5833275318145752,b5,b6,False,False,5.860751862705645,0.3277524177882141,0.26908189537221294,0.4031656868395729,1
PANC-1,Palmatine (chloride),0.050000000745058,4,False,-0.2263645380735397,-0.004182914737612,0.3567210435867309,586.38525390625,128.5746612548828,175.04515075683594,0.0421905890107154,0.9894437193870544,0.0124602848663926,0.5830855816602706,b6,b1,False,True,5.858612642915975,0.4087954669134036,0.3183194342758986,0.2728850988106978,3
MIA PaCa-2,Canagliflozin,5.0,9,False,-0.0480954013764858,-0.575473964214325,-0.6311495900154114,142.248779296875,65.57403564453125,44.74617004394531,0.9130334854125975,0.0437800213694572,0.0798149853944778,0.5830541886389256,b1,b6,False,False,5.832468653335277,0.28269646673921306,0.2938193637216074,0.42348416953917944,1
SW 900,Darinaparsin,5.0,6,False,0.028353527188301,-0.2060371488332748,0.3770112991333008,88.68019104003906,35.36560821533203,33.03725051879883,0.9593589901924132,0.6578067541122437,0.3876753449440002,0.5830484479665756,b5,b1,False,False,5.859396995722136,0.40768633580825503,0.2721517203297637,0.32016194386198127,2
HS-578T,L-Eflornithine (monohydrochloride),5.0,12,False,0.2240511029958725,0.0106322607025504,-0.3589078187942505,159.10023498535156,47.389915466308594,66.65093994140625,0.3248521983623504,0.9903506636619568,0.3237366080284118,0.582958921790123,b1,b6,False,False,5.857341328607204,0.2638620462283234,0.34089417047785747,0.39524378329381915,2
Hs 766T,Volasertib,0.050000000745058,1,False,-0.2968598902225494,0.026203379034996,0.2860717177391052,43.02614974975586,27.91884994506836,16.618947982788086,0.6319402456283569,0.9798460006713868,0.7309677600860596,0.5829316079616547,b6,b1,False,False,5.860260726201293,0.3995573012458724,0.33369592730952025,0.26674677144460746,3
A549,Captopril,0.050000000745058,13,False,-0.0154378591105341,-0.2482593357563018,0.33455291390419,68.69969940185547,42.47185516357422,55.70610809326172,0.9834378361701964,0.7570772767066956,0.4322361052036285,0.5828122496604918,b5,b1,False,False,5.859423689864631,0.40778874042187163,0.2722646522789818,0.3199466072991466,1
SW 900,Orlistat,0.050000000745058,7,False,0.2089616656303405,-0.3738367557525635,-0.0774665027856826,43.108341217041016,16.375093460083008,15.25014305114746,0.7305368185043335,0.7232484221458435,0.9499436616897584,0.5827984213829039,b5,b6,False,False,5.860957645798419,0.3296070642001159,0.26839855604094265,0.40199437975894126,2
CFPAC-1,Zileuton,0.050000000745058,10,False,-0.0558690093457698,-0.3241753876209259,0.2586203515529632,239.1332550048828,71.73876190185547,38.987579345703125,0.8249655961990356,0.3598953187465668,0.5812422633171082,0.5827957391738892,b5,b1,False,False,5.860813509891896,0.4045627823764134,0.270113897012191,0.3253233206113955,2
Hs 766T,APTO-253,0.5,2,False,0.4937202632427215,0.8241119384765625,0.2413489520549774,89.0365219116211,43.89736557006836,27.99242401123047,0.0180945582687854,0.0108059793710708,0.6733577251434326,0.5827629864215851,b1,b5,True,False,5.860374323256026,0.27108511951726044,0.406008212282883,0.3229066681998565,1
A549,Flutamide,5.0,12,False,0.258624792098999,0.2091324478387832,0.7918595671653748,113.3432846069336,54.94610977172851,79.21202087402344,0.3029382526874542,0.6389597654342651,0.0031957821920514,0.5827271193265915,b5,b1,True,False,5.83112836420848,0.4239616192494948,0.2830793566991957,0.29295902405130947,1
SW1417,Topotecan (hydrochloride),0.5,8,False,0.1039436981081962,0.6866361498832703,0.1260197162628173,181.55691528320312,65.25089263916016,54.89341354370117,0.5752454996109009,0.0152206234633922,0.796640157699585,0.582692451775074,b6,b5,True,False,5.823893065703679,0.28904124739105996,0.4263067266549308,0.2846520259540093,3
SW1417,Larotrectinib,5.0,14,False,-0.0395416654646396,0.21137735247612,-0.3711903095245361,105.63684844970705,42.79093551635742,18.58607292175293,0.9455836415290833,0.7582720518112183,0.6811424493789673,0.5825676620006561,b1,b5,False,False,5.8600562543629495,0.2662433218004772,0.39870259645584105,0.3350540817436817,1
A549,Trimetrexate,5.0,6,False,0.2225323766469955,0.7618899345397949,0.1794051080942154,128.11166381835938,91.95621490478516,108.92195892333984,0.2815575897693634,3.9031754567986354e-05,0.4954668283462524,0.5824848264455795,b1,b5,True,False,5.8296541767110455,0.2834651144519868,0.42446806688757455,0.2920668186604387,2
SHP-77,RMC-6236,5.0,3,False,-0.522628903388977,-1.105111002922058,-0.982129156589508,32.289276123046875,23.664907455444336,17.37566566467285,0.2486950606107711,0.034840565174818,0.1329476833343505,0.582482099533081,b5,b6,False,False,5.84686497502451,0.30364189920636975,0.2788306264662511,0.41752747432737913,2
HCT15,DTP3,5.0,3,False,-0.1057592034339904,-0.171610489487648,0.4108530282974243,15.69865608215332,5.784919261932373,5.296266078948975,0.9316630363464355,,,0.5824635177850723,b5,b1,False,False,5.8352390961947815,0.42250537691769097,0.28215857286347124,0.2953360502188379,2
SW 900,Vinblastine (sulfate),5.0,14,False,0.1058505773544311,0.3070189356803894,-0.275391936302185,57.91753387451172,27.487926483154297,11.614727020263672,0.8585736155509949,0.6630762219429016,0.8132755756378174,0.5824108719825745,b1,b5,False,False,5.856477225598408,0.26317088183977555,0.39405875236765664,0.34277036579256787,1
SW1417,Brimonidine,0.050000000745058,10,False,0.1512787342071533,0.3313157260417938,0.7336616516113281,163.35012817382812,55.37443542480469,56.94248962402344,0.5225210189819336,0.439125120639801,0.0512888841331005,0.5823829174041748,b6,b1,True,False,5.8551172989167295,0.41245843806429855,0.3120771711243461,0.27546439081135526,3
HS-578T,Doxorubicin (hydrochloride),0.050000000745058,7,False,0.0532414950430393,-0.1263807862997055,0.4559913575649261,104.83993530273438,25.147890090942383,63.32255554199219,0.9135037660598756,0.9236847162246704,0.3442431390285492,0.5823721438646317,b5,b1,False,False,5.855075696652713,0.412493627267753,0.27548994951854644,0.3120164232137005,1
AsPC-1,Doxorubicin (hydrochloride),5.0,9,False,-0.324704110622406,0.0304661653935909,-0.5518468618392944,52.07028579711914,22.415922164916992,17.676462173461914,0.2721946239471435,0.9569249153137208,0.3629537224769592,0.5823130272328854,b1,b5,False,False,5.859325357860334,0.27264580586352766,0.4082183371840348,0.3191358569524376,1
SW480,Ataluren,0.5,11,False,-0.1300505101680755,-0.3158954381942749,0.2663293182849884,394.9742736816406,141.943359375,239.75213623046875,0.275636076927185,0.3425298035144806,0.094937652349472,0.5822247564792633,b5,b1,False,False,5.855840471400088,0.41191329907143115,0.2751304749882332,0.31295622594033573,1
A549,Dexamethasone,5.0,12,False,0.0212675780057907,0.4925734996795654,0.6033743023872375,111.06996154785156,62.454246520996094,73.50749969482422,0.9455636143684388,0.0887529850006103,0.0575765371322631,0.5821067243814468,b6,b1,True,False,5.843358549702058,0.3854958717091662,0.3569976574594241,0.2575064708314097,3
MIA PaCa-2,Nimesulide,5.0,13,False,-0.1930131614208221,-0.0373250320553779,0.3890748620033264,176.39157104492188,88.20401763916016,67.17720031738281,0.3680818676948547,0.9267485737800598,0.202589064836502,0.5820880234241486,b6,b1,False,False,5.852194989425222,0.41457434069110555,0.3084915413763141,0.2769341179325804,3
COLO 205,Raltitrexed,5.0,14,False,0.0003861385921481,0.5041671991348267,-0.077892430126667,30.37301254272461,11.190351486206056,7.323078632354736,0.99942147731781,0.7225369811058044,0.9764269590377808,0.5820596292614937,b1,b5,False,False,5.8382889617019975,0.2814727002558915,0.42136037041326324,0.29716692933084526,1
HS-578T,Pexidartinib (hydrochloride),5.0,9,False,-0.0805099830031395,-0.6625405550003052,-0.6542586088180542,101.08721160888672,28.260480880737305,49.9438362121582,0.8564266562461853,0.1522796154022216,0.0310203786939382,0.5820305719971657,b5,b6,False,False,5.82034693439247,0.28713670059741003,0.2854930836523009,0.4273702157502892,1
SW 900,NVP-BHG712,5.0,3,False,-0.0928827300667762,-0.6748167276382446,-0.2482848912477493,35.08870315551758,16.541961669921875,13.088810920715332,0.929054319858551,0.4666312038898468,0.8613279461860657,0.5819339975714685,b5,b6,False,False,5.85106939872013,0.3499219275047343,0.2603588119309326,0.38971926056433304,2
HCT15,Fluvoxamine,0.5,8,False,-0.1388676911592483,0.3418152928352356,-0.2400988787412643,165.46102905273438,67.36091613769531,43.57706069946289,0.7404415011405945,0.3169573843479156,0.7163147926330566,0.5819141715764999,b1,b5,False,False,5.843152601254104,0.28014952104827384,0.41933730995211377,0.3005131689996124,1
HCT15,Zileuton,0.5,11,False,-0.0104063581675291,-0.1964612603187561,0.3854511678218841,117.17090606689452,43.48959732055664,28.77049446105957,0.9918352961540222,0.7872905731201172,0.7330724000930786,0.5819124281406403,b5,b1,False,False,5.856023773658309,0.41184209563422175,0.2751424748762872,0.313015429489491,2
MIA PaCa-2,Medroxyprogesterone acetate,0.050000000745058,4,False,-0.3572738170623779,-0.0300766490399837,0.2246172279119491,78.81587982177734,46.017459869384766,30.82112693786621,0.3065801858901977,0.9739601612091064,0.7516103982925415,0.581891044974327,b6,b1,False,False,5.860555877295836,0.39900210258375424,0.3344295831965023,0.2665683142197435,3
RKO,Furosemide,5.0,14,False,-0.4652912020683288,-0.1402989625930786,0.1165837794542312,90.21519470214844,34.49527359008789,28.943132400512695,0.1983959525823593,0.9331499934196472,0.9291216135025024,0.58187498152256,b6,b1,False,False,5.860655010942779,0.3992033192853231,0.33409096655874904,0.2667057141559279,3
RKO,Elagolix sodium,5.0,6,False,0.2082437425851822,-0.3736090958118438,0.1336713433265686,207.0347137451172,111.4541473388672,108.26422119140624,0.370498389005661,0.0579150654375553,0.5809400081634521,0.5818528383970261,b5,b6,False,False,5.835803013761405,0.3627662139739538,0.25522323204890673,0.38201055397713934,2
A549,OTS514,0.5,2,False,-0.0492172688245773,0.2822325527667999,0.5325969457626343,150.03945922851562,108.4451675415039,111.87552642822266,0.8770570158958435,0.2439060062170028,0.0028669568710029,0.5818142145872116,b6,b1,False,False,5.860397716483066,0.3985958071665452,0.3350931375448541,0.2663110552886006,3
AsPC-1,Bimatoprost,0.5,5,False,-0.006735763978213,0.1621798723936081,-0.4194743633270263,126.52327728271484,42.288551330566406,48.422454833984375,0.9840685129165648,0.7332565784454346,0.2296742051839828,0.5816542357206345,b1,b5,False,False,5.85311553912613,0.2612483986030788,0.3909750186649441,0.34777658273197704,2
HCT15,Trametinib (DMSO_TF solvate),0.050000000745058,7,False,-0.302245944738388,0.0354436263442039,-0.5462048053741455,73.92314910888672,25.353103637695312,25.739286422729492,0.3385888040065765,0.9710193276405334,0.2175245583057403,0.5816484317183495,b1,b5,False,False,5.8605670243069605,0.271680358125389,0.4065854808329826,0.3217341610416284,2
HCT15,Trifluridine,5.0,6,False,0.1391672044992447,0.538412868976593,0.7207826375961304,95.08726501464844,39.48577117919922,41.88420104980469,0.6466611623764038,0.1404536068439483,0.0214704647660255,0.5816154330968857,b6,b1,True,False,5.854833263294607,0.39223847976447246,0.3456618311892319,0.26209968904629566,3
A549,Asciminib,5.0,12,False,0.1254021823406219,0.4333168268203735,0.7069607377052307,97.02752685546876,59.98239517211914,65.81805419921875,0.6452595591545105,0.2073608040809631,0.0025786769110709,0.5815585553646088,b6,b1,True,False,5.861336366243344,0.4007262760046476,0.33149180403362954,0.26778191996172274,3
LoVo,Idoxuridine,0.5,11,False,0.0972112715244293,0.3036316335201263,0.6787287592887878,181.7870635986328,94.8210906982422,67.09587097167969,0.6590137481689453,0.3720678389072418,0.003893778193742,0.5815174877643585,b6,b1,True,False,5.858181409545208,0.40995132160243786,0.31609440206601636,0.2739542763315459,3
AsPC-1,Penfluridol,0.5,8,False,-0.1397523581981659,-0.2120448797941208,0.369456946849823,90.81510925292967,24.946462631225582,26.36794662475586,0.7135723233222961,0.8099178075790405,0.6004081964492798,0.5815018266439438,b5,b1,False,False,5.837268771565012,0.421785176319382,0.2818654337984798,0.2963493898821382,1
CFPAC-1,Budesonide,0.050000000745058,10,False,-0.1902825683355331,0.3911385238170624,0.0015555749414488,214.98019409179688,85.01903533935547,35.584476470947266,0.242058128118515,0.3723258972167969,0.9976310729980468,0.5814210921525955,b6,b5,False,False,5.8568759631892995,0.31392204737510543,0.41124248194497615,0.27483547067991837,3
HS-578T,Levobupivacaine (hydrochloride),0.5,8,False,0.1715953648090362,-0.4097966253757477,-0.0774108245968818,148.05642700195312,44.98892974853515,78.46495056152344,0.6485726237297058,0.3071939647197723,0.8853118419647217,0.5813919901847839,b5,b6,False,False,5.860538498927409,0.33527680029926765,0.26628420534047614,0.3984389943602561,1
HS-578T,Edoxaban (tosylate monohydrate),5.0,13,False,-0.1047174558043479,-0.6861042380332947,-0.3672240674495697,145.5096893310547,35.545196533203125,61.70173263549805,0.7319733500480652,0.0582871474325656,0.2492225170135498,0.5813867822289468,b5,b6,False,False,5.861101272138803,0.33319417055312145,0.267119072558002,0.39968675688887656,1
Hs 766T,Nimesulide,0.5,13,False,-0.3330090939998626,-0.0424879901111125,0.2483769208192825,130.35232543945312,66.54291534423828,56.45964431762695,0.2324673235416412,0.9501195549964904,0.5765224695205688,0.5813860148191451,b6,b1,False,False,5.861648797670414,0.4022957782790951,0.3288413422353942,0.2688628794855109,3
AsPC-1,Dimethyl fumarate,0.5,8,False,-0.1727134883403778,0.1446270942687988,0.4086158871650696,119.00988006591795,39.46355819702149,42.270416259765625,0.5990889668464661,0.8408101201057434,0.3399326503276825,0.5813293755054474,b6,b1,False,False,5.861178565422106,0.39981930042678093,0.3329624126251962,0.26721828694802285,3
Hs 766T,Vitamin K4,0.5,11,False,-0.2311024367809295,0.1635861694812774,0.3502001166343689,174.35984802246094,73.83980560302734,89.19473266601562,0.2757194340229034,0.6296392679214478,0.2377985715866089,0.5813025534152985,b6,b1,False,False,5.855492273116555,0.3926148165691852,0.34497711773073736,0.26240806570007746,3
SW 900,Sodium Salicylate,5.0,14,False,0.0965258330106735,-0.0701101645827293,-0.4847760200500488,74.91786193847656,30.352331161499023,16.65227699279785,0.8729732632637024,0.9482634663581848,0.6481062173843384,0.5813018530607222,b1,b6,False,False,5.852996417388169,0.2611519263856342,0.3481128817407478,0.39073519187361794,1
SW 900,Diammonium Glycyrrhizinate,0.5,5,False,-0.0712445825338363,-0.6525188088417053,-0.3417195081710815,79.4962158203125,33.755638122558594,27.687482833862305,0.8554598689079285,0.1441666781902313,0.5577237606048584,0.5812742263078691,b5,b6,False,False,5.861394874431893,0.3319612474462379,0.26762549019696585,0.40041326235679625,2
LoVo,Aprepitant,5.0,12,False,-0.0331695526838302,-0.3285856544971466,0.2526831924915313,236.80120849609375,120.78746795654295,62.75396728515625,0.9030588865280152,0.1984951794147491,0.4790836870670318,0.581268846988678,b5,b1,False,False,5.861669059495563,0.4018271379163266,0.2685714881273642,0.32960137395630906,2
SW1417,Cabozantinib (S-malate),0.050000000745058,10,False,-0.1236749142408371,0.2019905000925064,0.4575836956501007,120.55626678466795,43.81776809692383,41.016090393066406,0.6846802830696106,0.6882174015045166,0.5206087827682495,0.5812586098909378,b6,b1,False,False,5.860900623141947,0.39903862410993896,0.3342517700697724,0.2667096058202886,3
MIA PaCa-2,Terfenadine,0.5,5,False,-0.0004176000657025,0.4339937567710876,0.5807128548622131,110.3887939453125,64.0094985961914,44.19763946533203,0.998170793056488,0.2507044672966003,0.0808331072330474,0.5811304549279156,b6,b1,False,False,5.850184612447537,0.3888414672119781,0.3512414195684647,0.2599171132195572,3
AsPC-1,Thymopentin,0.5,8,False,-0.3246122598648071,0.2126330137252807,0.2564930021762848,102.22863006591795,28.3363094329834,29.29191017150879,0.1914427131414413,0.7198933959007263,0.6390290856361389,0.5811052620410919,b6,b1,False,False,5.828667647689869,0.37900214094769624,0.36765331916967814,0.2533445398826255,3
Hs 766T,Trifluridine,0.050000000745058,4,False,-0.0217123813927173,0.1358679682016372,0.5593915581703186,41.47016525268555,26.64727783203125,14.975730895996094,0.9915741086006165,0.9330531358718872,0.5757721662521362,0.5811039395630359,b6,b1,False,False,5.852976354303863,0.41424103445120986,0.30885868152413193,0.27690028402465816,3
SHP-77,Glycyrrhizic acid,5.0,9,False,0.0014392605517059,-0.5796228051185608,-0.2369992882013321,60.147613525390625,50.593109130859375,51.95356369018555,0.998935878276825,0.252053439617157,0.7655595541000366,0.5810620656702666,b5,b6,False,False,5.860128074377739,0.3368907779289406,0.26567406873522953,0.39743515333582985,1
SW 900,Adagrasib,0.050000000745058,4,False,-0.0610109157860279,-0.3934073746204376,0.1876311153173446,95.01800537109376,37.28557968139648,32.70081329345703,0.9296861290931702,0.4669430255889892,0.8621116280555725,0.5810384899377823,b5,b1,False,False,5.8606932776540335,0.3983792794269789,0.2663095419583656,0.3353111786146554,2
COLO 205,Docetaxel (Trihydrate),0.5,8,False,0.1317247748374939,-0.3944044113159179,0.1866304576396942,41.489044189453125,12.925121307373049,14.814230918884276,0.8617684245109558,0.6264904737472534,0.8721476793289185,0.5810348689556122,b5,b1,False,False,5.831540985385004,0.38006318279210527,0.2540661911583045,0.36587062604959025,1
SW480,Docetaxel,0.050000000745058,4,False,0.0810875818133354,0.1876503974199295,0.6621086001396179,205.4853973388672,95.37295532226562,153.81202697753906,0.6161161661148071,0.4866079092025757,3.893729171977611e-06,0.5810210183262825,b6,b1,True,False,5.8446781381090815,0.41872057103999716,0.3013687014929254,0.2799107274670772,3
AsPC-1,Adagrasib,0.050000000745058,13,False,-0.3211785554885864,-0.0460408851504325,0.2598107159137726,135.5549774169922,34.11635971069336,39.3931770324707,0.236686423420906,0.9682114720344543,0.751344621181488,0.580989271402359,b6,b1,False,False,5.8617743934635635,0.4036376185356969,0.32652852687987083,0.2698338545844323,3
Hs 766T,Harringtonine,0.050000000745058,7,False,-0.1631979495286941,-0.1893238574266433,0.3916647136211395,54.928504943847656,29.129806518554688,35.69003677368164,0.6863264441490173,0.7955408692359924,0.4230920374393463,0.5809885710477828,b5,b1,False,False,5.826019212172084,0.425671861348517,0.28456399904320284,0.2897641396082802,1
RKO,Sulfisoxazole,0.050000000745058,4,False,0.19068044424057,-0.2629958689212799,-0.3902989625930786,122.61768341064452,64.82124328613281,45.813682556152344,0.5201083421707153,0.461604505777359,0.3429430723190307,0.5809794068336487,b1,b6,False,False,5.848422291451389,0.27869791466389027,0.30440779473636126,0.41689429059974836,1
HT-29,Glasdegib,0.5,13,False,-0.231395348906517,0.3495778739452362,0.1204056516289711,189.45277404785156,36.06679916381836,42.50617599487305,0.3091104924678802,0.3911134898662567,0.8274978399276733,0.5809732228517532,b6,b5,False,False,5.8595740350108665,0.338321606935156,0.39656779999592917,0.26511059306891477,3
SW1417,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",5.0,9,False,-0.2140324264764785,0.0138797629624605,-0.5670924186706543,82.6129150390625,26.3167667388916,25.738754272460938,0.6153604388237,0.9875043630599976,0.5607163310050964,0.5809721816331148,b1,b5,False,False,5.859486241567997,0.2650323860958429,0.3964505273445644,0.33851708655959256,1
AsPC-1,Lapatinib ditosylate,5.0,3,False,-0.4729401171207428,-0.1718487739562988,0.1078775748610496,70.43267822265625,29.03190040588379,28.85995864868164,0.2031940370798111,0.8903123736381531,0.9089959263801576,0.5808176919817924,b6,b1,False,False,5.8618035289340655,0.4012306578493199,0.33051265153183285,0.26825669061884727,3
LoVo,Voriconazole,5.0,12,False,0.2615388333797455,-0.1067705601453781,0.4740097522735595,287.64300537109375,139.19960021972656,83.94507598876953,0.1053149998188018,0.6986104846000671,0.1004348471760749,0.5807803124189376,b5,b1,False,False,5.858365055754422,0.3949977721488109,0.2640963209474646,0.34090590690372446,2
SW1417,Aspirin,0.5,11,False,0.2336860597133636,-0.3353889286518097,0.2453207373619079,158.26776123046875,45.47526550292969,50.0301513671875,0.2806921601295471,0.6112697124481201,0.5798107981681824,0.5807096660137177,b5,b1,False,False,5.81994055022384,0.37585469165940666,0.2513095239659917,0.37283578437460163,1
HT-29,AZD-7648,0.5,2,False,0.2516727447509765,0.5106285214424133,0.8322150707244873,167.51712036132812,43.222198486328125,40.40800857543945,0.1403263956308365,0.0890356674790382,0.0024847192689776,0.5805423259735107,b6,b1,True,False,5.8616558193180275,0.40503839100357086,0.32410743335991615,0.270854175636513,3
HT-29,Capmatinib,0.050000000745058,1,False,-0.2254804819822311,-0.5803598165512085,0.0001307654747506,188.81834411621097,47.387489318847656,56.968711853027344,0.3425958752632141,0.1295214146375656,0.999983847141266,0.580490582025959,b5,b1,False,False,5.859561426536969,0.3962013893744527,0.264954266205434,0.3388443444201133,1
SW480,Clotrimazole,0.5,5,False,0.1344503462314605,-0.4460268020629883,-0.1662168651819229,303.4380187988281,120.1207046508789,200.4046630859375,0.4079896211624145,0.0874577686190605,0.3177875578403473,0.5804771482944487,b5,b6,False,False,5.862057126150486,0.32728794906524916,0.26958692841500564,0.40312512251974514,1
HCT15,Macitentan,0.050000000745058,7,False,0.2076488584280014,-0.3727862536907196,-0.0914447754621505,56.774410247802734,21.483373641967773,16.923309326171875,0.9087143540382384,,,0.580435112118721,b5,b6,False,False,5.862085648331322,0.32752556704948965,0.2694964093668505,0.40297802358365986,2
A549,Fluvoxamine (maleate),0.5,5,False,0.3260442316532135,-0.2543534338474273,0.1835764497518539,89.30883026123047,55.6313362121582,76.86032104492188,0.2706445753574371,0.61259526014328,0.6689873933792114,0.5803976655006409,b5,b6,False,False,5.849909339084717,0.351866783597408,0.25974562433962106,0.3883875920629709,1
SW1417,EX229,0.050000000745058,1,False,0.1523027271032333,-0.4280788898468017,-0.3730608820915222,181.677001953125,63.09602355957031,56.34796524047851,0.5258603692054749,0.1970161944627761,0.5997402667999268,0.580381616950035,b5,b6,False,False,5.833849939239962,0.2939552182174783,0.28295612768946166,0.42308865409306,2
MIA PaCa-2,Clotrimazole,0.5,5,False,-0.1414884328842163,0.4388606548309326,-0.0973658338189125,106.7677001953125,64.52194213867188,37.6333122253418,0.7033896446228027,0.2954696714878082,0.8930211663246155,0.5803490877151489,b6,b5,False,False,5.831151878228414,0.29239304706880087,0.4240209343616702,0.283586018569529,3
